  -14.653385,   -8.537720
  -15.881202,  -15.345277
  -13.947476,  -16.286667
  -10.003987,  -11.836403
   -8.504720,  -10.755799
   -8.705647,  -14.076678
   -3.826907,  -10.921881
    3.838709,   -0.584616
    4.937222,    6.263970
   -2.860324,    2.706352
  -10.838977,   -6.759540
  -12.506882,  -12.580700
  -11.576415,  -12.393741
  -10.517144,   -9.094612
   -8.634285,   -4.757509
   -8.213595,   -1.340612
   -8.604935,    0.561890
   -6.864851,    2.512525
   -5.041824,    3.796778
   -6.051753,    3.469525
   -6.935260,    3.215067
   -4.962199,    4.982416
   -3.064369,    7.191356
   -2.695305,    7.388375
   -0.861458,    7.703596
    3.987103,   10.555908
    8.579261,   13.362712
    9.216732,   13.012806
    8.119967,   11.915901
    8.464066,   12.094582
    9.346587,   13.037693
   10.768645,   15.585389
   13.026874,   18.861822
   13.877988,   19.953554
   12.020005,   18.679628
    9.036959,   17.424829
    6.194475,   16.021975
    5.146722,   15.176303
    6.744244,   16.482849
    8.920367,   18.268421
    9.481847,   18.183804
   10.714085,   18.907642
   14.204703,   22.215361
   17.601347,   25.159567
   20.010250,   26.791580
   21.404842,   28.460192
   20.705641,   29.390409
   19.162683,   28.847401
   19.471869,   28.215302
   20.506693,   26.859642
   18.646372,   22.833868
   16.080196,   19.562561
   16.930927,   21.220095
   19.702621,   26.205727
   21.349199,   30.283766
   21.333113,   31.501371
   20.435192,   31.168304
   19.734081,   31.330133
   18.258394,   30.749914
   15.139988,   27.227509
   13.043236,   23.420530
   13.237195,   21.884058
   15.038677,   22.773197
   16.887205,   24.695126
   15.593205,   23.307850
   12.465487,   18.881308
   11.671402,   15.567840
   12.442629,   14.683277
   12.056099,   14.831515
    9.972231,   13.867558
    8.649723,   12.241006
    8.604153,   10.954567
    7.908727,   11.095360
    5.400078,   11.796000
    2.799889,   11.802006
    1.522021,   11.189803
    0.625643,    9.036456
    0.255079,    6.211609
   -0.370530,    3.920202
   -3.706294,    0.327467
   -6.731557,   -2.877931
   -6.672337,   -3.252198
   -7.092584,   -3.245188
   -9.357870,   -4.466722
  -11.702407,   -7.385701
  -12.645982,  -11.994452
  -11.672821,  -15.072644
  -10.812939,  -14.870016
  -12.155850,  -13.278024
  -13.200514,  -11.105324
  -12.528714,   -9.480121
  -11.275317,   -8.080419
  -11.480557,   -6.841343
  -12.781878,   -6.330378
  -11.974830,   -5.350904
   -9.942516,   -5.525891
   -9.201745,   -7.581908
   -9.025470,   -8.326300
  -10.109540,   -9.652673
  -14.431438,  -15.039542
  -19.725574,  -20.862024
  -21.531771,  -22.463375
  -19.894560,  -19.979843
  -18.191721,  -16.603945
  -17.575207,  -15.223483
  -15.354867,  -13.039707
  -12.467866,   -9.165522
  -14.476211,   -9.562163
  -19.070141,  -12.884139
  -21.051264,  -13.321941
  -21.138268,  -12.228816
  -21.218256,  -13.117223
  -22.257137,  -16.548759
  -22.767363,  -19.712299
  -21.005709,  -19.406179
  -19.578690,  -17.716539
  -20.409760,  -17.813597
  -23.021196,  -20.147804
  -25.455877,  -22.821045
  -26.351891,  -24.279327
  -26.644083,  -25.289623
  -26.326815,  -26.078833
  -23.907829,  -24.977621
  -18.507586,  -20.617596
  -13.766542,  -16.339811
  -14.080043,  -16.861269
  -19.105246,  -23.116211
  -24.955091,  -32.609596
  -28.313461,  -39.958046
  -30.734854,  -43.283215
  -33.413406,  -44.976574
  -32.639107,  -43.092224
  -30.142534,  -38.000927
  -31.976435,  -36.252407
  -36.483437,  -39.244541
  -37.928089,  -42.148167
  -33.996750,  -39.412128
  -28.905157,  -31.762489
  -27.213221,  -26.404432
  -28.096575,  -27.499401
  -28.773319,  -30.154509
  -29.898346,  -31.717188
  -31.413225,  -34.023556
  -30.860987,  -34.645840
  -29.431213,  -32.671249
  -29.659988,  -32.198254
  -28.134224,  -29.880787
  -22.622334,  -22.068417
  -19.009882,  -16.916296
  -21.712980,  -21.219934
  -27.457418,  -30.844782
  -28.144318,  -33.017700
  -22.965971,  -24.922426
  -20.773867,  -19.945417
  -24.803110,  -25.031418
  -29.458157,  -32.076466
  -30.498938,  -33.296417
  -28.498373,  -28.882111
  -27.373423,  -24.590342
  -31.182104,  -27.487968
  -36.341644,  -35.106167
  -37.001427,  -38.166943
  -32.614323,  -33.062370
  -27.292492,  -25.830397
  -25.195715,  -22.048996
  -25.017879,  -19.755257
  -22.845570,  -15.699528
  -17.819332,  -10.362950
